mpid,pmsid,inn_ua,inn_en,atc_code,reg_num,exp_date,language,name,package_pcid,package_status,package_description,package_legal_status,release_form,manufactured_dose_form_id,manufacturer,package_qty
"UA-000000000-000000066","000000066","азитроміцин","azithromycin","J01FA10","UA/3548/01/01","28.04.2026","Англійська","AZO","UA-000000000-000000066-000000085","Діючий","таблетки, вкриті оболонкою, по 500 мг № 3 (3х1) у блістерах","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Туліп Лаб Пвт. Лтд.","3.0 Штук(и/а)"
"UA-000000000-000000067","000000067","азитроміцин","azithromycin","J01FA10","UA/6635/01/01","19.06.2118","Українська","АЗТЕК","UA-000000000-000000067-000000086","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг, по 3 таблетки у блістері; по 1 блістеру в картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ФДС Лімітед","3.0 Штук(и/а)"
"UA-000000000-000000067","000000067","азитроміцин","azithromycin","J01FA10","UA/6635/01/01","19.06.2118","Англійська","AZTEK","UA-000000000-000000067-000000086","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг, по 3 таблетки у блістері; по 1 блістеру в картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ФДС Лімітед","3.0 Штук(и/а)"
"UA-000000000-000000068","000000068","цефуроксим","cefuroxime","J01DC02","UA/8714/01/01","16.08.2118","Українська","АКСЕТИН®","UA-000000000-000000068-000000087","Діючий","порошок для розчину для ін'єкцій по 0,750 г № 10: по 10 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","0.75 грам(и)"
"UA-000000000-000000068","000000068","цефуроксим","cefuroxime","J01DC02","UA/8714/01/01","16.08.2118","Українська","АКСЕТИН®","UA-000000000-000000068-000067993","Діючий","порошок для розчину для ін'єкцій по 0,750 г  № 100 (10х10): по 100 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","0.75 грам(и)"
"UA-000000000-000000068","000000068","цефуроксим","cefuroxime","J01DC02","UA/8714/01/01","16.08.2118","Англійська","AXETINE","UA-000000000-000000068-000000087","Діючий","порошок для розчину для ін'єкцій по 0,750 г № 10: по 10 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","0.75 грам(и)"
"UA-000000000-000000068","000000068","цефуроксим","cefuroxime","J01DC02","UA/8714/01/01","16.08.2118","Англійська","AXETINE","UA-000000000-000000068-000067993","Діючий","порошок для розчину для ін'єкцій по 0,750 г  № 100 (10х10): по 100 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","0.75 грам(и)"
"UA-000000000-000000069","000000069","цефуроксим","cefuroxime","J01DC02","UA/8714/01/02","16.08.2118","Українська","АКСЕТИН®","UA-000000000-000000069-000000089","Діючий","порошок для розчину для ін'єкцій по 1,5 г № 10: по 10 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","1.5 грам(и)"
"UA-000000000-000000069","000000069","цефуроксим","cefuroxime","J01DC02","UA/8714/01/02","16.08.2118","Українська","АКСЕТИН®","UA-000000000-000000069-000068017","Діючий","порошок для розчину для ін'єкцій по 1,5 г  № 100 (10х10): по 100 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","1.5 грам(и)"
"UA-000000000-000000069","000000069","цефуроксим","cefuroxime","J01DC02","UA/8714/01/02","16.08.2118","Англійська","AXETINE","UA-000000000-000000069-000000089","Діючий","порошок для розчину для ін'єкцій по 1,5 г № 10: по 10 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","1.5 грам(и)"
"UA-000000000-000000069","000000069","цефуроксим","cefuroxime","J01DC02","UA/8714/01/02","16.08.2118","Англійська","AXETINE","UA-000000000-000000069-000068017","Діючий","порошок для розчину для ін'єкцій по 1,5 г  № 100 (10х10): по 100 флаконів з порошком у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Медокемі Лімітед (виробництво за повним циклом)","1.5 грам(и)"
"UA-000000000-000000070","000000070","цефуроксим","cefuroxime","J01DC02","UA/8714/02/01","21.06.2123","Українська","АКСЕТИН®","UA-000000000-000000070-000000091","Діючий","таблетки, вкриті плівковою оболонкою, 250 мг; по 10 таблеток у стрипі, по 1 стрипу в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000070","000000070","цефуроксим","cefuroxime","J01DC02","UA/8714/02/01","21.06.2123","Українська","АКСЕТИН®","UA-000000000-000000070-000068043","Діючий","таблетки, вкриті плівковою оболонкою, 250 мг; по 10 таблеток у блістері по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000070","000000070","цефуроксим","cefuroxime","J01DC02","UA/8714/02/01","21.06.2123","Англійська","AXETINE","UA-000000000-000000070-000000091","Діючий","таблетки, вкриті плівковою оболонкою, 250 мг; по 10 таблеток у стрипі, по 1 стрипу в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000070","000000070","цефуроксим","cefuroxime","J01DC02","UA/8714/02/01","21.06.2123","Англійська","AXETINE","UA-000000000-000000070-000068043","Діючий","таблетки, вкриті плівковою оболонкою, 250 мг; по 10 таблеток у блістері по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000071","000000071","цефуроксим","cefuroxime","J01DC02","UA/8714/02/02","21.06.2123","Українська","АКСЕТИН®","UA-000000000-000000071-000000093","Діючий","таблетки, вкриті плівковою оболонкою, 500 мг; по 10 таблеток у стрипі, по 1 стрипу в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000071","000000071","цефуроксим","cefuroxime","J01DC02","UA/8714/02/02","21.06.2123","Українська","АКСЕТИН®","UA-000000000-000000071-000068065","Діючий","таблетки, вкриті плівковою оболонкою, 500 мг; по 10 таблеток у блістері по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000071","000000071","цефуроксим","cefuroxime","J01DC02","UA/8714/02/02","21.06.2123","Англійська","AXETINE","UA-000000000-000000071-000000093","Діючий","таблетки, вкриті плівковою оболонкою, 500 мг; по 10 таблеток у стрипі, по 1 стрипу в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000071","000000071","цефуроксим","cefuroxime","J01DC02","UA/8714/02/02","21.06.2123","Англійська","AXETINE","UA-000000000-000000071-000068065","Діючий","таблетки, вкриті плівковою оболонкою, 500 мг; по 10 таблеток у блістері по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Медокемі Лімітед","10.0 Штук(и/а)"
"UA-000000000-000000072","000000072","цефуроксим","cefuroxime","J01DC02","UA/3767/02/01","01.04.2123","Українська","АКСЕФ®","UA-000000000-000000072-000000095","Діючий","порошок для розчину для ін'єкцій по 750 мг, 1 флакон з порошком у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","750.0 міліграм(и)"
"UA-000000000-000000072","000000072","цефуроксим","cefuroxime","J01DC02","UA/3767/02/01","01.04.2123","Англійська","AKSEF®","UA-000000000-000000072-000000095","Діючий","порошок для розчину для ін'єкцій по 750 мг, 1 флакон з порошком у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","750.0 міліграм(и)"
"UA-000000000-000000073","000000073","цефуроксим","cefuroxime","J01DC02","UA/3767/01/01","18.07.2120","Українська","АКСЕФ®","UA-000000000-000000073-000000096","Діючий","таблетки, вкриті оболонкою по 250 мг, по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000073","000000073","цефуроксим","cefuroxime","J01DC02","UA/3767/01/01","18.07.2120","Українська","АКСЕФ®","UA-000000000-000000073-000000097","Діючий","таблетки, вкриті оболонкою по 250 мг, по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000073","000000073","цефуроксим","cefuroxime","J01DC02","UA/3767/01/01","18.07.2120","Англійська","AKSEF®","UA-000000000-000000073-000000096","Діючий","таблетки, вкриті оболонкою по 250 мг, по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000073","000000073","цефуроксим","cefuroxime","J01DC02","UA/3767/01/01","18.07.2120","Англійська","AKSEF®","UA-000000000-000000073-000000097","Діючий","таблетки, вкриті оболонкою по 250 мг, по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000074","000000074","цефуроксим","cefuroxime","J01DC02","UA/3767/01/02","18.07.2120","Українська","АКСЕФ®","UA-000000000-000000074-000000098","Діючий","таблетки, вкриті оболонкою по 500 мг по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000074","000000074","цефуроксим","cefuroxime","J01DC02","UA/3767/01/02","18.07.2120","Українська","АКСЕФ®","UA-000000000-000000074-000000099","Діючий","таблетки, вкриті оболонкою по 500 мг по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000074","000000074","цефуроксим","cefuroxime","J01DC02","UA/3767/01/02","18.07.2120","Англійська","AKSEF®","UA-000000000-000000074-000000098","Діючий","таблетки, вкриті оболонкою по 500 мг по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000074","000000074","цефуроксим","cefuroxime","J01DC02","UA/3767/01/02","18.07.2120","Англійська","AKSEF®","UA-000000000-000000074-000000099","Діючий","таблетки, вкриті оболонкою по 500 мг по 10 таблеток у блістері; по 1 або по 2 блістери у картонній упаковці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.","10.0 Штук(и/а)"
"UA-000000000-000000075","000000075","цефтріаксон","ceftriaxone","J01DD04","UA/13141/01/01","17.07.2118","Українська","АЛВОБАК","UA-000000000-000000075-000000100","Діючий","порошок для розчину для ін'єкцій, по 1 г, 1 флакон з порошком у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Лабораторіо Реіг Жофре, С.А.","1.0 грам(и)"
"UA-000000000-000000075","000000075","цефтріаксон","ceftriaxone","J01DD04","UA/13141/01/01","17.07.2118","Англійська","ALVOBAC","UA-000000000-000000075-000000100","Діючий","порошок для розчину для ін'єкцій, по 1 г, 1 флакон з порошком у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Лабораторіо Реіг Жофре, С.А.","1.0 грам(и)"
"UA-000000000-000000076","000000076","цефтріаксон","ceftriaxone","J01DD04","UA/13141/01/01","10.08.2118","Українська","АЛВОБАК","UA-000000000-000000076-000000101","Діючий","порошок для розчину для ін'єкцій, по 1 г, 1 флакон з порошком у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Лабораторіо Реіг Жофре, С.А.","1.0 грам(и)"
"UA-000000000-000000076","000000076","цефтріаксон","ceftriaxone","J01DD04","UA/13141/01/01","10.08.2118","Англійська","ALVOBAC","UA-000000000-000000076-000000101","Діючий","порошок для розчину для ін'єкцій, по 1 г, 1 флакон з порошком у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Лабораторіо Реіг Жофре, С.А.","1.0 грам(и)"
"UA-000000000-000000077","000000077","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/01","10.06.2117","Українська","АЛЬЦИЗОН","UA-000000000-000000077-000057549","Діючий","порошок для розчину для ін'єкцій по 1 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","1.0 грам(и)"
"UA-000000000-000000077","000000077","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/01","10.06.2117","Українська","АЛЬЦИЗОН","UA-000000000-000000077-000057550","Діючий","порошок для розчину для ін'єкцій по 1 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","1.0 грам(и)"
"UA-000000000-000000077","000000077","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/01","10.06.2117","Англійська","ALCIZONE","UA-000000000-000000077-000057549","Діючий","порошок для розчину для ін'єкцій по 1 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","1.0 грам(и)"
"UA-000000000-000000077","000000077","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/01","10.06.2117","Англійська","ALCIZONE","UA-000000000-000000077-000057550","Діючий","порошок для розчину для ін'єкцій по 1 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","1.0 грам(и)"
"UA-000000000-000000078","000000078","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/02","10.06.2117","Українська","АЛЬЦИЗОН","UA-000000000-000000078-000056882","Діючий","порошок для розчину для ін'єкцій по 2 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","2.0 грам(и)"
"UA-000000000-000000078","000000078","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/02","10.06.2117","Українська","АЛЬЦИЗОН","UA-000000000-000000078-000056883","Діючий","порошок для розчину для ін'єкцій по 2 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","2.0 грам(и)"
"UA-000000000-000000078","000000078","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/02","10.06.2117","Англійська","ALCIZONE","UA-000000000-000000078-000056882","Діючий","порошок для розчину для ін'єкцій по 2 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","2.0 грам(и)"
"UA-000000000-000000078","000000078","цефтріаксон","ceftriaxone","J01DD04","UA/11196/01/02","10.06.2117","Англійська","ALCIZONE","UA-000000000-000000078-000056883","Діючий","порошок для розчину для ін'єкцій по 2 г, 1 флакон з порошком у картонній пачці; по 10 пачок у картонній коробці, 1 флакон з порошком у картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для ін'єкції","","Сенс Лабораторіс Пвт. Лтд.","2.0 грам(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Українська","АМІКАЦИД","UA-000000000-000000079-000058130","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","2.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Українська","АМІКАЦИД","UA-000000000-000000079-000058131","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","4.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Українська","АМІКАЦИД","UA-000000000-000000079-000058132","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","2.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Українська","АМІКАЦИД","UA-000000000-000000079-000058133","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","4.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Англійська","AMIKACID","UA-000000000-000000079-000058130","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","2.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Англійська","AMIKACID","UA-000000000-000000079-000058131","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","4.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Англійська","AMIKACID","UA-000000000-000000079-000058132","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","2.0 мілілітр(и)"
"UA-000000000-000000079","000000079","амікацин","amikacin","J01GB06","UA/15452/01/01","08.06.2121","Англійська","AMIKACID","UA-000000000-000000079-000058133","Діючий","розчин для ін’єкцій, 250 мг/мл, по 2 мл або 4 мл у флаконах; по 1 флакону в пачці з картону; по 2 мл або 4 мл у флаконах; по 5 флаконів у контурній чарунковій упаковці; по 2 контурні чарункові упаковки в пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Товариство з обмеженною відповідальністю фірма `Новофарм-Біосинтез`","4.0 мілілітр(и)"
"UA-000000000-000000080","000000080","амікацин","amikacin","J01GB06","UA/19469/01/01","09.06.2027","Українська","АМІКАЦИН-ВІСТА","UA-000000000-000000080-000000111","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл (500 мг) або по 4 мл (1000 мг) у флаконі; по 1 флакону в картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","АНФАРМ ХЕЛЛАС С.А","2.0 мілілітр(и)"
"UA-000000000-000000080","000000080","амікацин","amikacin","J01GB06","UA/19469/01/01","09.06.2027","Українська","АМІКАЦИН-ВІСТА","UA-000000000-000000080-000000112","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл (500 мг) або по 4 мл (1000 мг) у флаконі; по 1 флакону в картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","АНФАРМ ХЕЛЛАС С.А","4.0 мілілітр(и)"
"UA-000000000-000000080","000000080","амікацин","amikacin","J01GB06","UA/19469/01/01","09.06.2027","Англійська","AMIKACIN-VISTA","UA-000000000-000000080-000000111","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл (500 мг) або по 4 мл (1000 мг) у флаконі; по 1 флакону в картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","АНФАРМ ХЕЛЛАС С.А","2.0 мілілітр(и)"
"UA-000000000-000000080","000000080","амікацин","amikacin","J01GB06","UA/19469/01/01","09.06.2027","Англійська","AMIKACIN-VISTA","UA-000000000-000000080-000000112","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл (500 мг) або по 4 мл (1000 мг) у флаконі; по 1 флакону в картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","АНФАРМ ХЕЛЛАС С.А","4.0 мілілітр(и)"
"UA-000000000-000000081","000000081","амікацин","amikacin","J01GB06","UA/12356/01/02","08.07.2117","Українська","АМІКАЦИНУ СУЛЬФАТ","UA-000000000-000000081-000058801","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону або по 4 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону; по 5 ампул у блістері; по 1 або по 2 блістери у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Приватне акціонерне товариство `Лекхім - Харків`","2.0 мілілітр(и)"
"UA-000000000-000000081","000000081","амікацин","amikacin","J01GB06","UA/12356/01/02","08.07.2117","Українська","АМІКАЦИНУ СУЛЬФАТ","UA-000000000-000000081-000058802","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону або по 4 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону; по 5 ампул у блістері; по 1 або по 2 блістери у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Приватне акціонерне товариство `Лекхім - Харків`","4.0 мілілітр(и)"
"UA-000000000-000000081","000000081","амікацин","amikacin","J01GB06","UA/12356/01/02","08.07.2117","Українська","АМІКАЦИНУ СУЛЬФАТ","UA-000000000-000000081-000058803","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону або по 4 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону; по 5 ампул у блістері; по 1 або по 2 блістери у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Приватне акціонерне товариство `Лекхім - Харків`","2.0 мілілітр(и)"
"UA-000000000-000000081","000000081","амікацин","amikacin","J01GB06","UA/12356/01/02","08.07.2117","Українська","АМІКАЦИНУ СУЛЬФАТ","UA-000000000-000000081-000058804","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону або по 4 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону; по 5 ампул у блістері; по 1 або по 2 блістери у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Приватне акціонерне товариство `Лекхім - Харків`","2.0 мілілітр(и)"
"UA-000000000-000000081","000000081","амікацин","amikacin","J01GB06","UA/12356/01/02","08.07.2117","Українська","АМІКАЦИНУ СУЛЬФАТ","UA-000000000-000000081-000058805","Діючий","розчин для ін'єкцій, 250 мг/мл; по 2 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону або по 4 мл в ампулі; по 1 ампулі в однобічному блістері; по 1 однобічному блістеру в пачці з картону; по 5 ампул у блістері; по 1 або по 2 блістери у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Розчин для ін'єкцій","","Приватне акціонерне товариство `Лекхім - Харків`","4.0 мілілітр(и)"
